  Run#   PS       LT_Avg   LT_Avg_Err           LT       LT_Err         Rate        I_Max       I_Mean
  3663    1       0.9551       0.0027       0.9551       0.1126     867.5528      95.5827      92.9152
  3907    1       0.9775       0.0019       0.9775       0.0019     726.8130     192.3138      44.8234
  3908    1       0.9790       0.0019       0.9790       0.0019     606.5485     197.7659      71.0304
  3913    1       0.9904       0.0082       0.9904       0.2066     285.0676     129.0424     119.8771
  3914    1       0.8879       0.0032       0.8876       0.0773     305.0763     128.6814     115.6360
  3915    1       0.8831       0.0028       0.8831       0.0028     304.7382     131.2858     114.8035
  3916    1       0.9900       0.0016       0.9900       0.0016     329.9018     131.3985     125.0345
  3909    1       0.9955       0.0113       0.9955       0.1299      66.3614     117.9505      22.6670
  3910    1       0.9893       0.0091       0.9893       0.0091     226.8196     130.0419      83.7437
  3911    1       0.9892       0.0019       0.9892       0.0019     356.0243     130.2882     124.2843
  3912    1       0.9889       0.0018       0.9889       0.0018     350.1532     131.1396     122.6551
  4151    1       0.9984       0.0144       0.6871       0.0553      14.9692      10.6547       9.0922
  4163    1       0.8813       0.0011       0.8813       0.0011    1998.4065     181.3386     122.5214
  4164    1       0.8816       0.0012       0.8816       0.0012    1973.1304     197.7976     130.3800
  4165    1       0.9671       0.0020       0.9667       0.0672     566.7125     106.2318      75.5203
  4166    1       0.9670       0.0019       0.9670       0.0652     619.2112      82.8283      58.4663
  4167    1       0.9671       0.0019       0.9670       0.0643     594.5881      83.3027      73.8867
  4168    1       0.9673       0.0016       0.9701       0.0539     542.1506     115.9083      79.4595
  4169    1       0.9674       0.0024       0.9662       0.0805     577.2008     112.9088      73.7831
  4170    1       0.9713       0.0020       0.9703       0.0665     532.9902     122.9997      97.7034
  4171    1       0.9729       0.0019       0.9727       0.0624     533.1698     124.2928      86.0520
  4172    1       0.9709       0.0018       0.9706       0.0585     518.6908      83.7069      63.0813
  4173    1       0.9705       0.0015       0.9729       0.0485     557.0348      82.6717      63.2100
  4178    1       0.9771       0.0016       0.9791       0.0452     394.0068      40.7382      40.3155
  4179    1       0.9772       0.0015       0.9791       0.0430     394.3754      40.8845      40.3269
  4175    1       0.9751       0.0022       0.9746       0.0614     384.5319      82.7671      55.0470
  4176    1       0.9751       0.0054       0.9747       0.1365     315.8201      40.8992      34.1226
  4177    1       0.9753       0.0014       0.9755       0.0381     378.7229      80.7257      39.3860
  4153    1       0.9296       0.0016       0.9296       0.0016     825.8485     197.5857     113.4518
  4154    1       0.9286       0.0016       0.9286       0.0016     728.1750     179.5219     101.4167
  4155    1       0.9285       0.0014       0.9285       0.0014     881.5880     199.9856     129.5939
  4156    1       0.9281       0.0016       0.9281       0.0016     794.3669     196.0809     117.0907
  4157    1       0.9292       0.0016       0.9292       0.0016     881.2728     195.3411     132.0581
  4158    1       0.9300       0.0016       0.9300       0.0016     879.4099     199.5200     132.7649
  4159    1       0.9262       0.0014       0.9262       0.0014     882.4863     198.5418     130.9996
  4160    1       0.9289       0.0015       0.9289       0.0015     799.6370     183.8174     109.3751
  4161    1       0.9294       0.0016       0.9294       0.0016     878.8043     194.4666     124.1048
  4162    1       0.9551       0.0016       0.9551       0.0016     772.6958     199.3809     110.9136
  4152    1       0.9980       0.0130       0.9980       0.0130      12.1261      10.7813       7.2441
  3692    1       0.9872       0.0035       0.9868       0.0606     150.6573      95.4961      79.2453
  4121    1       0.9859       0.0032       0.9856       0.0569     156.4669      96.7416      84.4446
  4122    1       0.9852       0.0032       0.9836       0.0526     134.8844      96.9562      72.2602
  4123    1       0.9856       0.0030       0.9835       0.0359      71.2979      41.3203      36.7813
  4124    1       0.9895       0.0034       0.9888       0.0421      76.5061      40.8091      39.7693
  4126    1       0.9922       0.0033       0.9922       0.0395      70.0821      40.6114      40.1867
  4127    1       0.9921       0.0034       0.9901       0.0371      60.6888      42.4519      34.8985
  3693    1       0.9959       0.0137       0.9952       0.0899      20.9188      40.6329      37.9436
  3694    0      -1.0000       0.0000      -1.0000       0.0000     322.9205      21.6219      19.2191
  3695    1       0.9903       0.0022       0.9881       0.0555     325.2208      21.0220      19.5096
  3696    0      -1.0000       0.0000      -1.0000       0.0000     329.3857      20.5050      19.2133
  3697    0      -1.0000       0.0000      -1.0000       0.0000     234.3241      20.3580      10.9731
  3698    1       0.9878       0.0020       0.9850       0.0587     435.0867      20.6863      19.4446
  3699    1       0.9913       0.0024       0.9863       0.0575     289.9068      21.0836      18.9993
  3700    1       0.9928       0.0024       0.9928       0.0547     247.3976      20.4199      19.8421
  3701    1       0.9934       0.0025       0.9934       0.0545     241.1048      20.4535      19.8644
  3702    0      -1.0000       0.0000      -1.0000       0.0000     466.8332      20.9595      18.9109
  3703    0      -1.0000       0.0000      -1.0000       0.0000     259.6638      10.3421       9.4120
  3704    1       0.9922       0.0024       0.4375       0.0241     265.4282      10.3949       9.8216
  3705    0      -1.0000       0.0000      -1.0000       0.0000      89.4060      10.6314       9.8236
  3706    0      -1.0000       0.0000      -1.0000       0.0000       5.4498      10.2302       9.7203
  3707    1       0.9975       0.0101       0.9975       0.0101       5.3065      10.7364       9.3236
  3708    1       0.9983       0.0126       0.4076       0.0176       5.2296      10.6863       9.0805
  4128    1       0.9915       0.0064       0.9866       0.0586      41.4066      41.0752      35.8528
  4129    1       0.9922       0.0090       0.9876       0.0747      34.5875      41.5126      33.8916
  4130    1       0.9922       0.0038       0.9888       0.0354      42.7492      42.2306      36.8039
  4131    1       0.9919       0.0045       0.9899       0.0430      44.3645      41.4277      38.2449
  4119    1       0.9923       0.0037       0.9918       0.0373      49.7004      41.5311      39.2507
  4120    1       0.9920       0.0037       0.9908       0.0368      48.3062      42.9933      38.2148
  4112    1       0.9811       0.0050       0.9811       0.0050      70.5080     199.9134     110.0999
  4113    1       0.9885       0.0083       0.9763       0.0579      24.8222     121.5791      35.7693
  4114    1       0.9884       0.0035       0.9870       0.0415      69.5803     121.0029     102.9265
  4115    1       0.9889       0.0035       0.9875       0.0400      64.6903     121.3490      95.2282
  4116    1       0.9882       0.0035       0.9873       0.0410      67.7533     120.6879     100.2599
  4132    1       0.9893       0.0172       0.9893       0.2113      72.4272     121.6236     115.4292
  3689    1       0.9869       0.0220       0.9869       0.2742      71.9014      94.9847      87.0164
  3690    1       0.9894       0.0029       0.9887       0.0374      84.5677      96.3073      91.1031
  3691    1       0.9899       0.0029       0.9884       0.0368      78.2948      96.4004      84.3169
  4209    1       0.9477       0.0075       0.9477       0.0814      59.8199      96.8692      94.7494
  4210    1       0.9495       0.0079       0.9495       0.0858      58.9561      96.6529      94.8431
  4211    1       0.9748       0.0065       0.9741       0.0508      30.1002      41.5614      39.0240
  4212    1       0.9750       0.0067       0.9737       0.0506      28.1370      41.2373      36.3758
  4213    1       0.9753       0.0098       0.9718       0.0744      29.2815      41.0755      37.8252
  4215    1       0.9777       0.0068       0.9775       0.0492      25.8356      41.3542      39.3099
  4216    1       0.9782       0.0065       0.9748       0.0450      24.0737      42.6521      36.3090
  4190    1       0.9799       0.0050       0.9799       0.1445     416.9205      40.6037      39.5333
  4191    1       0.9736       0.0017       0.9736       0.0514     432.8683      40.8078      40.4421
  4192    1       0.9734       0.0018       0.9730       0.0517     422.5683      41.6893      39.5244
  4181    1       0.9078       0.0009       0.9078       0.0009    1454.0260     199.2503     115.9840
  4184    1       0.9151       0.0008       0.9151       0.0008    1385.6108     190.0306     121.4389
  4187    1       0.9182       0.0009       0.9182       0.0009    1076.9396     173.3196      95.7416
  4188    1       0.9183       0.0008       0.9241       0.0412    1276.1019     123.2959     113.2165
  4189    1       0.9177       0.0016       0.9177       0.0793    1340.0025     122.8128     120.7958
  3650    1       0.9711       0.0016       0.9705       0.0504     483.3967      97.0155      85.0995
  3651    1       0.9712       0.0012       0.9721       0.0400     521.4291      96.6195      91.3969
  3822    1       0.9680       0.0064       0.9680       0.0064     459.5392       0.0000       0.0000
  3823    1       0.9705       0.0021       0.9705       0.0021     533.1479       0.0000       0.0000
  3824    1       0.9708       0.0021       0.9708       0.0021     495.5544     187.1512      62.1087
  3825    1       0.9708       0.0021       0.9708       0.0021     534.5355       0.0000       0.0000
  3837    1       0.9841       0.0097       0.9841       0.0097      67.0820     134.8608      42.8507
  3838    1       0.9843       0.0034       0.9815       0.0497     109.3511     126.6251      66.5129
  3839    1       0.9849       0.0072       0.9823       0.0942      85.0976     126.8202      52.0041
  3840    1       0.9844       0.0034       0.9839       0.0593     151.9973     127.2432      92.8741
  3841    1       0.9841       0.0025       0.9841       0.0507     201.5106     126.5694     122.8665
  3842    1       0.9843       0.0025       0.9832       0.0457     163.3243     126.2319      99.3828
  3843    1       0.9814       0.0030       0.9804       0.0574     179.2298     126.0468     114.3617
  3844    1       0.9843       0.0044       0.9817       0.0602      95.5523     126.3024      58.1305
  3829    1       0.9975       0.0223       0.9975       0.1566      23.5715      17.6078      17.0553
  3830    1       0.9866       0.0024       0.9866       0.0024     191.2416     137.9228     133.7111
  3831    1       0.9861       0.0024       0.9861       0.0024     173.0248     137.5773     120.4415
  3832    1       0.9861       0.0024       0.9861       0.0024     191.4567     137.6770     132.8342
  3833    1       0.9862       0.0025       0.9862       0.0025     186.4015     137.4296     129.7007
  3834    1       0.8646       0.0022       0.8646       0.0022     177.9560     137.1999     122.7067
  3835    1       0.9860       0.0024       0.9860       0.0024     182.3590     135.9656     126.8433
  3826    1       0.9899       0.0027       0.9899       0.0027     127.0216     138.3304     133.1331
  3827    1       0.9891       0.0028       0.9891       0.0028     120.0161     137.7566     125.7066
  3828    1       0.9893       0.0027       0.9893       0.0027     108.1372     137.7374     112.1616
  3642    1       0.9563       0.0040       0.9563       0.0997     314.6059      45.9281      44.4856
  3643    1       0.9792       0.0022       0.9792       0.0538     297.9562      46.7329      43.8046
  3644    1       0.9792       0.0013       0.9796       0.0319     295.2249      46.1024      42.6958
  3645    1       0.9790       0.0013       0.9791       0.0326     296.4475      46.2447      42.9641
  3646    1       0.9791       0.0014       0.9796       0.0337     301.3322      46.4996      43.5412
  3648    1       0.9789       0.0017       0.9798       0.0409     301.9555      46.0832      43.6037
  3808    1       0.9783       0.0036       0.9783       0.0036     397.0403     194.7206     133.6602
  3809    1       0.9813       0.0023       0.9813       0.0023     264.9350     198.5880      93.5181
  3810    1       0.9830       0.0024       0.9830       0.0024     260.0011     199.9760     172.3511
  3811    1       0.9825       0.0026       0.9825       0.0026     210.1445     192.6766      70.6834
  3812    1       0.9846       0.0024       0.9846       0.0024     251.9948     161.5612      46.5944
  3813    1       0.9823       0.0024       0.9823       0.0024     205.1728     186.0262      14.5658
  3814    1       0.9816       0.0021       0.9816       0.0021     259.7659       0.0000       0.0000
  3815    1       0.9826       0.0025       0.9826       0.0025     203.7172     197.3290      50.7836
  3816    1      -1.0000       0.0000      -1.0000       0.0000       0.0000     160.6028      48.4870
  3817    1       0.9833       0.0074       0.9833       0.0074      29.6384     195.3058      48.7529
  3818    1       0.9822       0.0024       0.9822       0.0024     239.8627     177.3790      62.4473
  3819    1       0.9825       0.0024       0.9825       0.0024     248.4453     194.0072      71.8542
  3820    1       0.9827       0.0024       0.9827       0.0024     246.4750     195.2385      52.0555
  3821    1       0.9827       0.0024       0.9827       0.0024     248.3667     192.1458      64.5904
  3652    1       0.9846       0.0017       0.9859       0.0395     253.6233      97.1645      90.3251
  3653    1       0.9845       0.0015       0.9845       0.0015     261.8239      95.9691      92.8918
  3654    1       1.0000       0.0030       0.9838       0.0405     159.6671      95.7762      56.8866
  3655    1       0.9843       0.0027       0.9843       0.0623     261.2403      96.1136      94.0213
  3656    1       0.9843       0.0027       0.9843       0.0623     261.2403      96.1136      94.0213
  3581    1       0.9951       0.0056       0.9951       0.0056      22.0867      55.9037       3.8243
  3585    1       0.9763       0.0019       0.9763       0.0451     280.9840      96.8364      94.6293
  3590    1       0.9809       0.0030       0.9802       0.0323      58.0482      97.0696      90.4038
  3591    1       0.9808       0.0041       0.9805       0.0448      58.1660      96.3373      91.1714
  3592    1       0.9812       0.0041       0.9794       0.0428      53.3730      96.6879      83.7277
  3759    1       0.9911       0.0044       0.9905       0.0468      56.4546      96.1619      87.2585
  3760    1       0.9912       0.0055       0.9909       0.0596      58.6161      96.3444      90.9259
  3795    1       0.9879       0.0080       0.9879       0.0080      38.3538     191.8543     120.6997
  3796    1       0.9880       0.0040       0.9880       0.0040      60.8824     192.3512     189.4236
  3797    1       0.9887       0.0042       0.9887       0.0042      56.9386     195.7096     178.8708
  3798    1       0.9879       0.0041       0.9879       0.0041      51.3774     199.9549     163.1851
  3799    1       0.9900       0.0089       0.9900       0.0089      49.1579     199.9358     158.0115
  3761    1       0.9940       0.0053       0.9920       0.0330      19.4023      40.8115      38.5292
  3765    1       0.9942       0.0053       0.9927       0.0332      19.3784      40.8034      38.4405
  3800    1       0.9915       0.0062       0.9897       0.0373      18.0966     123.3087     108.7815
  3801    1       0.9919       0.0147       0.9919       0.0923      19.3508     122.4641     117.3167
  3802    1       0.9906       0.0062       0.9906       0.0395      19.9686     123.0751     120.8417
  3803    1       0.9917       0.0088       0.9915       0.0556      19.4362     123.4910     118.7521
  3804    1       0.9904       0.0053       0.9900       0.0333      19.5668     126.1990     120.5293
  3805    1       0.9907       0.0065       0.9907       0.0065      17.3725     130.9123     107.9684
  4229    1       0.9936       0.0048       0.9919       0.0300      19.4364      41.4534      39.3523
  4230    1       0.9945       0.0048       0.9931       0.0295      18.5330      42.0763      38.1405
  4241    1       0.9924       0.0104       0.9776       0.0513      12.3295      41.2423      24.5150
  3565    1       0.9176       0.0021       0.9125       0.0306     115.9968      82.0073      75.4361
  3566    1       0.9069       0.0019       0.8981       0.0301     128.7426      96.9605      82.6840
  3567    1       0.9023       0.0018       0.9015       0.0301     146.0039      97.1966      93.8596
  3568    1       0.9022       0.0017       0.9012       0.0277     145.7675      97.3234      93.6127
  3569    1       0.9022       0.0018       0.8961       0.0301     139.2407      97.2239      88.7011
  3570    1       0.9844       0.0019       0.9827       0.0330     145.5703      96.8404      92.9435
  3571    1       0.9849       0.0019       0.9842       0.0328     146.7600      97.0306      94.0154
  3572    1       0.9849       0.0019       0.9839       0.0329     146.9605      97.3041      93.8940
  3573    1       0.9846       0.0019       0.9824       0.0325     144.1566      96.7827      91.9777
  3574    1       0.9849       0.0019       0.9834       0.0327     145.8430      96.9959      92.9507
  3576    1       0.9853       0.0019       0.9786       0.0316     137.9695      97.0273      87.2774
  3577    1       0.9854       0.0019       0.9757       0.0311     134.3992      97.2438      85.0768
  3578    1       0.9856       0.0021       0.9351       0.0283     100.2392      96.7377      60.6368
  3579    1       0.9913       0.0057       0.7769       0.0409      40.9826      71.3475      20.5308
  3583    1       0.9880       0.0038       0.9684       0.0508      93.4720      96.8261      59.8792
  3584    1       0.9890       0.0048       0.5062       0.0188      28.8870      95.9754       5.8012
  3735    1       0.9937       0.0050       0.9933       0.0352      24.3372     111.9196     107.0235
  3736    1       0.9938       0.0056       0.9928       0.0382      22.9267     111.1975     101.7339
  3737    1       0.9943       0.0085       0.9897       0.0525      18.9968     111.4528      83.2515
  3738    1       0.9953       0.0123       0.9884       0.0706      16.2457     110.2614      68.9747
  3739    1       0.9934       0.0197       0.9707       0.0866       9.7139     100.8310      41.5432
  3740    1       0.9939       0.0056       0.9916       0.0367      21.4923     111.6555      93.3064
  3741    1       0.9943       0.0086       0.9858       0.0482      15.7582     106.6726      66.7499
  3742    1       0.9949       0.0054       0.9913       0.0345      20.2914     119.0711      88.5776
  3743    1       0.9932       0.0070       0.9916       0.0475      22.7252     111.6879     100.3075
  3744    1       0.9944       0.0082       0.9900       0.0507      19.0543     111.3055      82.1849
  3745    1       0.9943       0.0053       0.9930       0.0348      21.0213     110.8059      90.1227
  3746    1       0.9945       0.0063       0.9910       0.0401      20.3271     111.4138      88.2109
  3747    1       0.9948       0.0150       0.9605       0.0591       8.0028     112.9931      34.4052
  3748    1       0.9938       0.0075       0.9903       0.0491      21.4623     111.0208      93.0201
  3749    1       0.9947       0.0131       0.9731       0.0627      11.8307     110.0481      38.5713
  3750    1       0.9982       0.0419       0.5555       0.0398       1.0003     110.1519       1.8806
  3751    1       0.9924       0.0049       0.9919       0.0389      30.7235     119.8145     107.2895
  3752    1       0.9937       0.0090       0.9796       0.0431      11.5348     116.4470      41.4996
  3753    1       0.9923       0.0049       0.9897       0.0348      25.6101     116.2734      90.2749
  3754    1       0.9923       0.0045       0.9897       0.0335      27.0401     116.4338      96.2894
  3755    1       0.9925       0.0054       0.9910       0.0408      28.6705     116.7751     103.0486
  3756    1       0.9920       0.0045       0.9900       0.0339      28.5861     115.9425     101.9193
  3757    1       0.9231       0.0048       0.9219       0.0359      28.8617     116.2611     103.2576
  3758    1       0.9925       0.0044       0.9901       0.0327      26.7687     115.8207      95.2206
  3766    1       0.9914       0.0048       0.9911       0.0384      31.1314     118.1694     111.7588
  3767    1       0.9916       0.0115       0.9916       0.0924      31.0886     117.4711     115.0539
  3768    1       0.9916       0.0051       0.9912       0.0409      31.2051     118.0889     111.2211
  3769    1       0.9919       0.0052       0.9900       0.0390      27.6187     118.0708      99.0208
  3770    1       0.9924       0.0058       0.9841       0.0377      20.9743     117.6537      73.8528
  3771    1       0.9938       0.0053       0.9915       0.0383      25.5977     114.9790      90.2718
  3772    1       0.9924       0.0077       0.9865       0.0499      21.1210     110.8068      73.8994
  3773    1       0.9925       0.0063       0.9870       0.0421      21.9543     110.8174      77.4186
  3774    1       0.9951       0.0059       0.9666       0.0265      10.5184     110.3410      33.7924
  3775    1       0.9985       0.0128       0.9660       0.0441       6.0174      34.2162      17.0303
  3776    1       0.9979       0.0122       0.9979       0.0564      10.3773      30.7533      30.2609
  3778    1       0.9923       0.0059       0.9918       0.0467      30.9145     118.8070     110.6682
  3779    1       0.9923       0.0054       0.9923       0.0436      32.4497     118.7854     117.1706
  3807    1       0.9923       0.0046       0.9923       0.0046      27.2734     199.6309      51.9448
  4217    1       0.9881       0.0046       0.9871       0.0354      29.6289     122.3339     108.6037
  4218    1       0.9788       0.0045       0.9770       0.0342      29.0161     120.8380     105.6630
  4219    1       0.9915       0.0045       0.9905       0.0351      29.9474     120.7663     109.8609
  4220    1       0.9915       0.0045       0.9892       0.0337      27.6322     120.2056     100.6510
  4221    1       0.9922       0.0045       0.9900       0.0348      29.5204     120.7644     107.9004
  4222    1       0.9917       0.0069       0.9917       0.0561      32.7434     119.9089     118.1147
  4223    1       0.9921       0.0045       0.9904       0.0341      28.1334     120.4959     103.0192
  4224    1       0.9917       0.0045       0.9915       0.0362      31.8314     121.4169     116.6739
  4225    1       0.9918       0.0045       0.9904       0.0348      29.5662     121.2434     107.9467
  4226    1       0.9921       0.0045       0.9891       0.0343      28.6483     120.6259     104.3513
  4227    1       0.9925       0.0045       0.9920       0.0358      31.3092     120.4382     114.0058
  4228    1       0.9918       0.0045       0.9917       0.0363      31.9575     120.7265     117.2049
  4232    1       0.9911       0.0045       0.9899       0.0354      30.4574     122.6288     112.3903
  4233    1       0.9921       0.0045       0.9906       0.0349      29.3962     122.4358     108.5716
  4234    1       0.9912       0.0045       0.9889       0.0338      27.6585     121.6683     101.6136
  4235    1       0.9914       0.0045       0.9908       0.0357      30.9740     121.4285     114.2251
  4236    1       0.9928       0.0080       0.9823       0.0483      18.4084     121.4636      66.5673
  4237    1       0.9918       0.0062       0.9889       0.0450      25.7466     122.1501      93.6256
  4238    1       0.9920       0.0045       0.9916       0.0358      31.2835     120.3789     114.4736
  4239    1       0.9918       0.0045       0.9904       0.0348      29.6393     120.5074     108.3296
  4240    1       0.9919       0.0045       0.9907       0.0349      29.6205     120.7019     109.2212
  3917    1       1.0000       0.1162       0.6959       0.1027       0.4286      16.4003      10.4671
  4077    1       0.9978       0.0664       0.9978       0.0664       0.6021       5.7966       3.9807
  4078    1       1.0000       0.0632       1.0000       0.0632       0.5986       6.7093       4.7740
  4272    1       0.9986       0.0526       0.9986       0.0526       0.6137       5.7695       4.7844
  3949    1       0.9610       0.0038       0.9610       0.0038      34.7979     199.6899      51.6884
  3950    1       0.9617       0.0035       0.9617       0.0035      34.0232     190.1749      40.6379
  4014    1       0.9903       0.0046       0.9903       0.0395      35.7328      97.0524      95.2558
  4015    1       0.9912       0.0045       0.9909       0.0379      35.1285      97.1451      93.6644
  4016    1       0.9917       0.0047       0.9908       0.0380      33.0491      97.3581      87.8859
  4017    1       0.9906       0.0056       0.9906       0.0470      35.1505      96.9012      94.3985
  4062    1       0.9905       0.0047       0.9905       0.0395      35.6802      97.1656      95.0650
  4063    1       0.9906       0.0047       0.9894       0.0377      32.3147      97.2687      86.4281
  4064    1       0.9903       0.0097       0.9903       0.0817      34.6993      96.7426      94.5235
  4065    1       0.9910       0.0047       0.9903       0.0383      33.4797      97.1010      89.2237
  4068    1       0.9907       0.0047       0.9907       0.0394      35.5157      97.2877      94.9916
  4091    2       0.8666       0.0063       0.8705       0.0434      24.9065     104.5904      66.6152
  4092    2       0.8632       0.0062       0.8719       0.0505      34.1139      97.4217      90.8495
  4093    2       0.8670       0.0063       0.8758       0.0509      34.3099      97.9252      91.4906
  4094    2       0.8642       0.0063       0.8729       0.0505      33.7914      97.4200      90.8517
  4267    1       0.9904       0.0048       0.9898       0.0398      34.3119      97.6001      92.2369
  4268    1       0.9902       0.0071       0.9843       0.0490      23.9430      97.4773      64.4117
  4269    1       0.9922       0.0077       0.9922       0.0648      35.2235      97.4844      95.3643
  3951    1       0.9722       0.0059       0.9718       0.0288      11.5658     128.0461     121.3907
  3952    1       0.9714       0.0070       0.9695       0.0330      10.9276     127.1025     115.3223
  3953    1       0.9710       0.0070       0.9684       0.0326      10.8008     127.3092     113.9956
  3954    1       0.9704       0.0313       0.9208       0.0916       4.4733     126.2813      45.0340
  3955    1       0.9720       0.0070       0.9683       0.0328      10.7440     127.4084     111.8139
  3956    1       0.9721       0.0063       0.9669       0.0285      10.1441     127.3808     105.8169
  4018    1       0.9920       0.0071       0.9871       0.0335      10.9180      41.2069      36.5957
  4019    1       0.9922       0.0074       0.9902       0.0356      11.2445      41.7367      38.3910
  4020    1       0.9925       0.0072       0.9921       0.0352      11.7241      41.7390      39.7780
  4021    1       0.9926       0.0071       0.9895       0.0336      11.1207      41.2727      37.8234
  4022    1       0.9925       0.0064       0.9913       0.0311      11.4841      82.2964      49.6268
  4023    1       0.9917       0.0069       0.9887       0.0330      11.1069      84.5468      70.1252
  4024    1       0.9917       0.0063       0.9920       0.0304      11.4598      87.5980      73.6479
  4069    1       0.9924       0.0073       0.9894       0.0352      11.2792      41.2308      38.2615
  4070    1       0.9916       0.0143       0.9820       0.0635       9.7028      41.1710      32.6477
  4071    1       0.9923       0.0073       0.9875       0.0340      10.8180      41.1224      36.3257
  4076    1       0.9892       0.0133       0.9892       0.0652      11.8076      41.3859      40.1420
