 Run# Tgt_Name      Tgt_P          I         E0       dE/E       P0_L    Angle_L       P0_R    Angle_R
 3879     Ca40   209.7870    40.1577  3355.5200     4.8705    2.50499    24.9997    2.50499    24.9993
 3880     Ca40   209.7940    40.6774  3355.5100     4.8705    2.50499    24.9997    2.50499    24.9993
 3881     Ca40   209.5810    40.0217  3355.5500     4.8705    2.50499    24.9997    2.50500    24.9993
 3882     Ca40   209.5740    39.9409  3355.5100     4.8705    2.50499    24.9997    2.50497    24.9993
 3883     Ca48   209.3610    40.6678  3355.4900     4.8705    2.50499    24.9997    2.50505    24.9993
 3884     Ca48   209.8400    39.9838  3355.5400     4.8705    2.50499    24.9997    2.50507    24.9993
 3885     Ca48   209.4010    39.9348  3355.6400     4.8705    2.50499    24.9997    2.50507    24.9993
 3886     Ca48   209.4540    40.4810  3355.7500     4.8705    2.50499    24.9997    2.50507    24.9993
 3887     Ca48   209.2950    40.1931  3355.7400     4.8705    2.50499    24.9997    2.50508    24.9993
 3888     Ca40   209.6270    40.2459  3355.8000     4.8705    2.50499    24.9997    2.50498    24.9993
 3889   Optics   209.3010     4.8795  3355.6800     4.8705    2.50499    24.9997    2.50492    24.9993
 3890   Optics   209.7000     4.8502  3355.6800     4.8705    2.50499    24.9997    2.50495    24.9993
 3891      BeO   209.5080     5.3111  3355.6800     4.8705    2.50499    24.9997    2.50501    24.9993
 3892      He3   210.5720   118.0960  3355.5800     4.8705    3.05502    20.9985    2.91324    24.9993
 3893      He3   211.5300   117.8460  3355.7000     4.8705    3.05502    20.9985    2.94832    24.9993
 3894      He3   211.8490   117.4720  3355.7100     4.8705    3.05502    20.9985    3.03017    21.0016
 3895      He3   210.4660   117.4720  3355.7200     4.8705    3.05504    20.9985    3.05171    21.0016
 3896      He3   211.3440   117.0840  3355.7200     4.8705    3.05504    20.9985    3.05534    21.0016
 3897      He3   206.2010   118.2550  3355.6900     4.8705    3.05503    20.9985    3.05490    21.0016
 3898      He3   207.0860   117.1810  3355.7000     4.8705    3.05504    20.9985    3.05509    21.0016
 3899      He3   208.0110     1.0586  3356.2400     4.8705    3.05503    20.9985    3.05511    21.0016
 3900      He3   210.7050   118.6170  3355.8100     4.8705    3.05503    20.9985    3.05509    21.0016
 3901      He3   210.3590   118.8870  3355.8100     4.8705    3.05504    20.9985    3.05492    21.0016
 3902      He3   210.2330   110.4440  3355.7200     4.8705    3.05504    20.9985    3.05506    21.0016
 3903      He3   210.5250     0.0480  3356.1100     4.8705    3.05503    20.9985    3.05502    21.0016
 3904      He3   210.0660   110.9870  3355.7600     4.8705    3.05503    20.9985    3.05504    21.0016
 3905    Dummy   207.7640    38.1299  3355.7300     4.8705    3.05503    20.9985    3.05509    21.0016
 3906    Dummy   210.3920    38.6471  3355.7400     4.8705    3.05503    20.9985    3.05507    21.0016
 3907      C12   208.3230    95.8677  3356.5600     4.8705    3.05503    20.9985    3.05491    21.0016
 3908      C12   208.4760    41.1675  3355.7800     4.8705    3.05503    20.9985    3.05493    21.0016
 3909     Ca40   208.4700     5.2062  3355.9900     4.8705    3.05503    20.9985    3.05492    21.0016
 3910     Ca40   208.5760    40.7218  3355.8800     4.8705    3.05503    20.9985    3.05498    21.0016
 3911     Ca40   209.1080    40.1331  3355.8200     4.8705    3.05503    20.9985    3.05500    21.0016
 3912     Ca40   207.8440    41.6081  3355.8600     4.8705    3.05503    20.9985    3.05494    21.0016
 3913     Ca48   208.4360    40.6985  3355.8300     4.8705    3.05503    20.9985    3.05502    21.0016
 3914     Ca48   209.0090    40.7269  3355.8000     4.8705    3.05503    20.9985    3.05503    21.0016
 3915     Ca48   208.5960    39.8150  3355.8700     4.8705    3.05503    20.9985    3.05506    21.0016
 3916     Ca48   211.6100    40.0162  3355.8800     4.8705    3.05503    20.9985    3.05498    21.0016
 3917      BeO   208.6230     5.2153  3355.7100     4.6730    2.84506    20.9985    0.24541    27.9982
 3918      He3   209.3680   100.8120  3355.7400     4.6730    2.84508    20.9985    0.24500    27.9982
 3919      He3   211.0640   119.2640  3355.7300     4.6730    2.84508    20.9985    0.24500    27.9982
 3920      He3   211.6960   119.1280  3355.7200     4.6730    2.84508    20.9985    0.24500    27.9982
 3921      He3   211.4830   119.2690  3355.7400     4.6730    2.84508    20.9985    2.73392    27.9982
 3922      He3   211.8760    28.7422  3355.8300     4.6730    2.84508    28.0004    2.85390    27.9979
 3923      He3   209.2750     0.0481  3356.1100     4.6730    2.84508    28.0004    2.86485    27.9979
 3924      He3   211.2510   108.5840  3355.6900     4.6730    2.84508    28.0004    2.84490    27.9979
 3925      He3   211.4900   117.3590  3355.6500     4.6730    2.84496    28.0004    2.84495    27.9979
 3926      He3   211.5570   119.1940  3355.7800     4.6730    2.84496    28.0004    2.84504    27.9979
 3927      He3   211.3500   119.0450  3355.7400     4.6730    2.84495    28.0004    2.84500    27.9979
 3928      He3   211.3040   117.7970  3355.5300     4.6730    2.84501    28.0004    2.84500    27.9979
 3929      He3   211.3240   118.5640  3355.5300     4.6730    2.84501    28.0004    2.84496    27.9979
 3930      He3   210.8710   117.7070  3355.7300     4.6730    2.84501    28.0004    2.84495    27.9979
 3931      He3   211.2440   119.1490  3355.7200     4.6730    2.84501    28.0004    2.84506    27.9979
 3932      He3   211.2170   118.5330  3355.7000     4.6730    2.84502    28.0004    2.84501    27.9979
 3933      He3   211.1570   117.8310  3355.7500     4.6730    2.84501    28.0004    2.84507    27.9979
 3934      He3   210.7180   117.7800  3355.6800     4.6730    2.84502    28.0004    2.84505    27.9979
 3935      He3   211.0380   117.9000  3355.7400     4.6730    2.84501    28.0004    2.84500    27.9979
 3936      He3   211.0040   117.2790  3355.8800     4.6730    2.84501    28.0004    2.84491    27.9979
 3937      He3   211.4100   117.4080  3355.8100     4.6730    2.84501    28.0004    2.84503    27.9979
 3938      He3   211.2910   117.6680  3355.7200     4.5797    2.84501    28.0004    2.84506    27.9979
 3939      He3   211.4300   117.7260  3355.8100     4.5797    2.84501    28.0004    2.84508    27.9979
 3940      He3   211.4500   117.6400  3355.9300     4.5797    2.84501    28.0004    2.84499    27.9979
 3941      He3   210.1200   117.4250  3355.6000     4.5797    2.84501    28.0004    2.84502    27.9979
 3942      He3   211.2770   116.5570  3355.6300     4.5797    2.84501    28.0004    2.84494    27.9979
 3943      He3   210.2790   118.4010  3355.6600     4.5797    2.84501    28.0004    2.84496    27.9979
 3944      He3   211.4370   116.3630  3355.6100     4.5797    2.84500    28.0004    2.84508    27.9979
 3945      He3   210.9050   118.4680  3355.6300     4.5797    2.84501    28.0004    2.84507    27.9979
 3946      He3   211.4170   118.2560  3355.6000     4.5797    2.84501    28.0004    2.84493    27.9979
 3947      He3   211.4570   117.4560  3355.6400     4.5797    2.84500    28.0004    2.84507    27.9979
 3948      He3   211.5100   118.3600  3355.6800     4.5797    2.84501    28.0004    2.84492    27.9979
 3949      C12   208.5630    94.5685  3355.7600     4.5797    2.84500    28.0004    2.84507    27.9979
 3950      C12   208.5630    94.7360  3355.7300     4.5797    2.84500    28.0004    2.84491    27.9979
 3951    Dummy   208.7030    40.0315  3355.7800     4.5797    2.84500    28.0004    2.84508    27.9979
 3952    Dummy   208.7890    40.0687  3355.7400     4.5797    2.84500    28.0004    2.84508    27.9979
 3953    Dummy   208.9090    40.8361  3355.7300     4.5797    2.84500    28.0004    2.84499    27.9979
 3954    Dummy   208.9820    40.1018  3355.7200     4.5797    2.84500    28.0004    2.84504    27.9979
 3955    Dummy   208.7220    40.1674  3355.6000     4.5797    2.84500    28.0004    2.84508    27.9979
 3956    Dummy   208.8090    40.2433  3355.6300     4.5797    2.84500    28.0004    2.84493    27.9979
 3957    Dummy   208.1040     0.0489  3356.1100     4.5797    2.84499    28.0004    2.84500    27.9979
 3958    Dummy   208.5160     0.0480  3356.1100     4.5797    2.84499    28.0004    2.84507    27.9979
 3959    Dummy   208.4900     0.0489  3356.1100     4.5928    2.84499    28.0004    2.84501    27.9979
 3960    Dummy   208.6160     0.0491  3356.1100     4.1961    2.84499    28.0004    2.84497    27.9979
 3962    Dummy   208.6430     0.0474  3356.1100     4.6000    2.84498    28.0004    2.84497    27.9979
 3965    Dummy   208.3430     0.0482  3356.1100     4.6018    2.84498    28.0004    2.84499    27.9979
 3967    Dummy   208.5100     0.0482  3356.1100     4.5924    2.84498    28.0004    2.84499    27.9979
 3968    Dummy   208.3170     0.0485  3356.1100     4.5989    2.84498    28.0004    2.84500    27.9979
 3969    Dummy   208.4430     0.0480  3356.1100     4.6034    2.84499    28.0004    2.84498    27.9979
 3970    Dummy   208.3700     0.0487  3356.1100     4.5891    2.84498    28.0004    2.84498    27.9979
 3971    Dummy   208.7290     0.0488  3356.1100     4.5961    2.84499    28.0004    2.84494    27.9979
 3972    Dummy   208.5430     0.0483  3356.1100     4.5991    2.84498    28.0004    2.84492    27.9979
 3973    Dummy   208.5100     0.0488  3356.1100     4.6025    2.84499    28.0004    2.84492    27.9979
 3974      BeO   208.3700     0.0479  3356.1100     4.5945    2.84498    28.0004    2.84491    27.9979
 3975      BeO   208.3900     0.0494  3356.1100     4.5961    2.84498    28.0004    2.84492    27.9979
 3976      BeO   208.4560     5.1647  3355.7300     4.5930    2.84498    28.0004    2.84492    27.9979
 3977      He3   208.4360     1.0708  3355.8300     4.5995    2.84498    28.0004    2.84503    27.9979
 3978      He3   207.4920     0.0495  3356.1100     4.5936    2.84498    28.0004    2.84493    27.9979
 3979      He3   211.5230   110.7970  3355.7500     4.5987    2.84498    28.0004    2.84499    27.9979
 3980      He3   210.8310     0.4061  3356.1100     4.5967    2.84498    28.0004    2.84500    27.9979
 3981      He3   210.1130    27.5317  3355.8800     4.6051    2.84498    28.0004    2.84501    27.9979
 3982      He3   210.7650     2.3950  3355.9200     4.5969    2.84498    28.0004    2.84503    27.9979
 3983      He3   211.4500    96.1061  3355.7300     4.5947    2.84498    28.0004    2.84501    27.9979
 3984      He3   210.4990    94.9858  3355.7400     4.5999    2.84498    28.0004    2.84501    27.9979
 3985      He3   211.4170   117.7590  3355.7100     4.5952    2.84498    28.0004    2.84497    27.9979
 3986      He3   211.5700   116.9720  3355.7200     3.1317    2.84498    28.0004    2.84509    27.9979
 3987      He3   211.0640     0.0479  3356.1100     0.0000    2.84498    28.0004    2.84491    27.9979
 3988      He3   211.2310   118.6790  3355.7200     0.0000    2.84498    28.0004    2.84509    27.9979
 3989      He3   211.3970   118.1660  3355.7100     0.0000    2.84498    28.0004    2.84495    27.9979
 3990      He3   211.3440   116.9300  3355.7100     0.0000    2.84498    28.0004    2.84501    27.9979
 3991      He3   211.1970   117.8420  3355.7300     0.0000    2.84498    28.0004    2.84494    27.9979
 3992      He3   211.2040   118.5710  3355.7100     0.0000    2.84498    28.0004    2.84495    27.9979
 3993      He3   211.3240   117.5130  3355.7100     0.0000    2.84498    28.0004    2.84496    27.9979
 3994      He3   210.9910   118.3440  3355.6900     0.0000    2.84498    28.0004    2.84502    27.9979
 3995      He3   211.1240   117.3070  3355.7100     0.0000    2.84498    28.0004    2.84509    27.9979
 3996      He3   209.6140     0.0482  3356.1100     0.0000    2.84498    28.0004    2.84497    27.9979
 3997      He3   211.0910   117.5880  3356.0600     0.0000    2.84498    28.0004    2.84497    27.9979
 3998      He3   210.8910   118.0910  3356.0200     0.0000    2.84497    28.0004    2.84505    27.9979
 3999      He3   207.8380     1.0569  3356.0400     0.0000    2.84498    28.0004    2.84502    27.9979
 4000      He3   209.0950    26.1268  3356.4300     0.0000    2.84498    28.0004    2.84500    27.9979
 4001      He3   210.9650   118.2200  3356.0600     0.0000    2.84497    28.0004    2.84509    27.9979
 4002      He3   208.0900   117.5990  3355.6800     0.0000    2.84498    28.0004    2.84508    27.9979
 4003      He3   210.0070    87.0979  3355.7700     0.0000    2.84497    28.0004    2.84509    27.9979
 4004      He3   210.9980   118.1970  3355.6900     0.0000    2.84497    28.0004    2.84495    27.9979
 4005      He3   210.9910   120.6610  3355.6900     0.0000    2.84497    28.0004    2.84491    27.9979
 4006      He3   211.1970   122.2010  3355.7100     0.0000    2.84496    28.0004    2.84505    27.9979
 4007      He3   211.0240   121.2110  3355.7000     0.0000    2.84497    28.0004    2.84506    27.9979
 4008      He3   211.2570   121.2090  3355.7100     0.0000    2.84497    28.0004    2.84492    27.9979
 4009      He3   211.0980   120.5600  3355.7400     0.0000    2.84497    28.0004    2.84498    27.9979
 4010      He3   211.0040   121.9250  3355.7200     0.0000    2.84497    28.0004    2.84503    27.9979
 4011      He3   210.9910   119.4770  3355.7400     0.0000    2.84497    28.0004    2.84498    27.9979
 4012      He3   210.8120   119.1940  3355.7300     0.0000    2.84497    28.0004    2.84497    27.9979
 4013      C12   208.0970    95.9376  3355.7500     0.0000    2.84497    28.0004    2.84503    27.9979
 4014      C12   208.0840    95.9059  3355.7300     0.0000    2.84497    28.0004    2.84506    27.9979
 4015      C12   208.1440    94.8447  3355.7500     0.0000    2.84497    28.0004    2.84494    27.9979
 4016      C12   208.1900    95.5682  3355.7300     0.0000    2.84497    28.0004    2.84504    27.9979
 4017      C12   208.2830    94.7354  3355.7200     0.0000    2.84497    28.0004    2.84497    27.9979
 4018    Dummy   208.0570    40.0594  3355.7500     0.0000    2.84497    28.0004    2.84509    27.9979
 4019    Dummy   208.1300    40.6541  3355.8100     0.0000    2.84497    28.0004    2.84494    27.9979
 4020    Dummy   208.2170    40.1518  3355.7900     0.0000    2.84497    28.0004    2.84504    27.9979
 4021    Dummy   208.2500    39.9003  3355.7800     0.0000    2.84497    28.0004    2.84507    27.9979
 4022    Dummy   208.2900    40.2420  3355.7900     0.0000    2.84497    28.0004    2.84507    27.9979
 4023    Dummy   208.2430    39.8250  3355.7900     0.0000    2.84497    28.0004    2.84494    27.9979
 4024    Dummy   208.6430    39.5257  3355.8600     0.0000    2.84497    28.0004    2.84496    27.9979
 4025      He3   211.9760     3.1794  3356.0000     0.0000    2.84497    28.0004    2.84491    27.9979
 4026      He3   212.2490   120.8450  3355.7000     0.0000    2.84496    28.0004    2.84493    27.9979
 4027      He3   212.0820   121.0950  3355.7100     0.0000    2.84496    28.0004    2.84495    27.9979
 4028      He3   211.6030   121.3170  3355.7000     0.0000    2.84497    28.0004    2.84505    27.9979
 4029      He3   211.4440   120.6380  3355.7000     0.0000    2.84496    28.0004    2.84493    27.9979
 4030      He3   211.4300   121.0560  3355.6900     0.0000    2.84497    28.0004    2.84507    27.9979
 4031      He3   211.2170   120.2850  3355.7000     0.0000    2.84496    28.0004    2.84496    27.9979
 4032      He3   211.4440   120.1500  3355.6900     0.0000    2.84497    28.0004    2.84501    27.9979
 4033      He3   210.1260     0.0484  3356.1100     0.0000    2.84496    28.0004    2.84498    27.9979
 4034      He3   211.2710   120.9250  3355.7200     3.1067    2.84496    28.0004    2.84492    27.9979
 4035      He3   211.0380   120.6170  3355.6900     3.1092    2.84496    28.0004    2.84503    27.9979
 4036      He3   211.2110   121.7160  3355.7200     3.1342    2.84496    28.0004    2.84508    27.9979
 4037      He3   211.1710   121.3920  3355.7100     3.1096    2.84497    28.0004    2.84508    27.9979
 4038      He3   211.1910   120.7520  3355.7100     3.1086    2.84496    28.0004    2.84493    27.9979
 4039      He3   208.2770     1.0131  3355.9900     3.1050    2.84496    28.0004    2.84493    27.9979
 4040      He3   209.9870     0.0485  3356.1100     0.0000    2.84496    28.0004    2.84495    27.9979
 4041      He3   208.3300     1.0153  3355.9900     3.1125    2.84496    28.0004    2.84508    27.9979
 4042      BeO   207.6710     5.0140  3355.7900     3.1133    2.84496    28.0004    2.84508    27.9979
 4043      BeO   207.2590     5.0739  3355.7600     3.1114    2.84496    28.0004    2.84505    27.9979
 4044      BeO   207.5250     5.1528  3355.7700     3.1454    2.84496    28.0004    2.84502    27.9979
 4045      He3   207.7310     1.0384  3355.7500     3.1495    2.84496    28.0004    2.84495    27.9979
 4046      He3   211.0840   121.7050  3355.7200     3.1958    2.84496    28.0004    2.84491    27.9979
 4047      He3   211.2110   120.3860  3355.7400     3.2005    2.84496    28.0004    2.84504    27.9979
 4048      He3   211.0440   120.1630  3355.7100     3.2026    2.84496    28.0004    2.84505    27.9979
 4049      He3   211.1240   120.1630  3355.7100     3.1798    2.84496    28.0004    2.84507    27.9979
 4050      He3   211.4040   120.4420  3355.7100     3.2010    2.84496    28.0004    2.84498    27.9979
 4051      He3   211.4970   120.7670  3355.7100     3.1707    2.84496    28.0004    2.84494    27.9979
 4052      He3   210.9910   121.1080  3355.7000     3.1729    2.84496    28.0004    2.84506    27.9979
 4053      He3   208.7620   110.3620  3355.7000     0.0000    2.84496    28.0004    2.84498    27.9979
 4054      He3   210.4390    86.1518  3355.7200     3.1186    2.84496    28.0004    2.84493    27.9979
 4055      He3   211.1370   117.3150  3355.6900     3.1089    2.84496    28.0004    2.84508    27.9979
 4056      He3   211.1570   111.9930  3355.6700     3.1050    2.84496    28.0004    2.84493    27.9979
 4057      He3   210.7320   101.1030  3355.6500     3.0966    2.84495    28.0004    2.84506    27.9979
 4058      He3   210.9510   116.5060  3355.6700     3.1318    2.84496    28.0004    2.84496    27.9979
 4059      He3   210.2530   121.4430  3355.6900     3.1073    2.84496    28.0004    2.84492    27.9979
 4060      He3   211.3640    63.4949  3355.8300     3.1087    2.84496    28.0004    2.84493    27.9979
 4061      He3   210.7720   119.3220  3355.7200     3.1091    2.84495    28.0004    2.84500    27.9979
 4062      C12   208.1970    96.1042  3355.7400     3.1067    2.84496    28.0004    2.84500    27.9979
 4063      C12   208.2100    95.1763  3355.7300     3.1322    2.84495    28.0004    2.84506    27.9979
 4064      C12   208.1570    95.5602  3355.7400     3.1084    2.84495    28.0004    2.84493    27.9979
 4065      C12   208.4830    71.2270  3355.8300     3.0914    2.84496    28.0004    2.84494    27.9979
 4067      C12   208.3630    94.4513  3355.7600     3.1078    2.84496    28.0004    2.84496    27.9979
 4068      C12   208.5500    96.4446  3355.7200     3.1061    2.84496    28.0004    2.84504    27.9979
 4069    Dummy   208.3830    40.1654  3355.7800     3.1145    2.84496    28.0004    2.84506    27.9979
 4070    Dummy   208.3370    40.2945  3355.7700     3.1255    2.84496    28.0004    2.84509    27.9979
 4071    Dummy   208.0640    39.4054  3355.8300     0.0000    2.84496    28.0004    2.84492    27.9979
 4072    Dummy   208.4300    40.3585  3355.7900     3.1124    2.84496    28.0004    2.84504    27.9979
 4073      He3   209.0350     1.0155  3356.2500     3.0954    3.05508    20.9997    2.84501    28.0183
 4074      He3   211.7700   120.0550  3356.5500     3.1060    3.05508    20.9997    2.84501    28.0183
 4075      He3   211.9290   119.3910  3355.9700     3.1111    3.05508    20.9997    2.84503    28.0183
 4076    Dummy   209.1350    40.7339  3355.7800     3.1237    3.05508    20.9997    2.84492    28.0183
 4077      BeO   208.9620     5.0985  3355.7900     3.1278    2.90495    20.9997    2.84490    28.0183
 4078      BeO   208.9620     5.1368  3356.0100     0.0000    2.90495    20.9997    2.84499    28.0183
 4079   Optics   208.9550     5.0352  3355.8000     0.0000    2.90495    20.9997    2.84504    28.0183
 4080      He3   210.0530     0.0484  3356.1100     0.0000    2.90495    20.9997    2.84509    28.0183
 4081      He3   211.9560   117.3760  3355.7700     3.1101    2.90494    20.9997    2.84501    28.0183
 4082      He3   211.1440    36.8094  3355.9800     0.0000    2.90494    20.9997    2.84500    28.0183
 4083      He3   211.5500   116.2260  3355.7800     3.1084    2.90505    20.9997    2.84492    28.0183
 4084      He3   211.3300   116.5520  3355.7900     3.1376    2.90505    20.9997    2.84493    28.0183
 4085      He3   210.7980    97.3271  3355.7800     3.1304    2.90504    20.9997    2.84509    28.0183
 4086      He3   211.2510   117.5270  3355.7800     3.1017    2.90505    20.9997    2.84504    28.0183
 4087      He3   211.0910   115.9620  3355.7700     3.2253    2.90505    20.9997    2.84498    28.0183
 4088      He3   211.3570   115.1500  3355.8100     3.1060    2.90504    20.9997    2.84505    28.0183
 4089      He3   211.4630   115.1410  3355.9900     3.1060    2.90504    20.9997    2.84506    28.0183
 4090      He3   211.5300   114.1600  3355.9900     3.1060    2.90504    20.9997    2.84499    28.0183
 4091      C12   208.6630     0.0481  3356.1100     3.1060    2.90497    20.9997    2.84502    28.0183
 4092      C12   208.7360    81.4002  3355.8000     3.1189    2.90497    20.9997    2.84492    28.0183
 4093      C12   208.5760    95.5036  3355.7700     3.1353    2.90497    20.9997    2.84496    28.0183
 4094      C12   209.0220    94.6846  3355.7800     3.1013    2.90497    20.9997    2.84508    28.0183
 4095     Ca40   208.5690    40.8484  3355.7900     3.1122    2.90497    20.9997    2.84499    28.0183
 4096     Ca40   208.8160    40.1682  3355.7500     3.1191    2.90497    20.9997    2.84494    28.0183
 4097     Ca40   208.9090    40.5210  3355.8000     3.0966    2.90497    20.9997    2.84501    28.0183
 4098     Ca40   209.0290    39.9100  3355.7900     3.0857    2.90497    20.9997    2.84503    28.0183
 4099     Ca40   209.1550    39.9600  3355.7800     3.1162    2.90497    20.9997    2.84508    28.0183
 4100    Dummy   208.9690    40.7213  3355.7700     3.1040    2.90497    20.9997    2.84499    28.0183
 4101    Dummy   208.7760    40.5628  3355.7700     3.0911    2.90497    20.9997    2.84497    28.0183
 4102     Ca48   208.6760    40.2332  3355.8900     0.0000    2.90496    20.9997    2.84497    28.0183
 4103     Ca48   208.8890    40.0645  3355.9200     0.0000    2.90496    20.9997    2.84504    28.0183
 4104     Ca48   208.5890     0.0502  3356.1100     0.0000    2.90496    20.9997    2.84491    28.0183
 4105     Ca48   208.3900     0.0508  3356.1100     0.0000    2.90496    20.9997    2.84499    28.0183
 4106      BeO   208.6830     0.0499  3356.1100     0.0000    3.03495    20.9997    3.03488    28.0183
 4107      BeO   208.6630     0.0491  3356.1100     0.0000    3.03495    22.9991    3.03502    23.5460
 4111      BeO   208.3100     5.1874  3355.6100     0.0000    3.03494    22.9991    3.03492    23.0005
 4112      He3   211.2110   119.7780  3355.6700     3.1108    3.03494    22.9991    3.03508    23.0005
 4113      He3   211.6500   119.5360  3355.5800     3.1074    3.03494    22.9991    3.03506    23.0005
 4114      He3   211.2510   119.5670  3355.7200     3.1171    3.03494    22.9991    3.03502    23.0005
 4115      He3   210.6050   117.7400  3355.6300     3.1052    3.03494    22.9991    3.03504    23.0005
 4116      He3   210.2930   117.7620  3355.2800     3.1397    3.03494    22.9991    3.03491    23.0005
 4117    Dummy   208.4900     0.0483  3356.1100     0.0000    3.03494    22.9991    3.03495    23.0005
 4118    Dummy   208.2100     1.0263  3355.7200     0.0000    3.03494    22.9991    3.03501    23.0005
 4119    Dummy   208.7560    40.1639  3355.5200     3.1173    3.03494    22.9991    3.03499    23.0005
 4120    Dummy   208.5030    40.0519  3355.4000     3.1234    3.03494    22.9991    3.03503    23.0005
 4121      C12   208.7490    95.9973  3356.5600     0.0000    3.03493    22.9991    3.03505    23.0005
 4122      C12   208.7090    96.2499  3355.8700     3.1123    3.03494    22.9991    3.03499    23.0005
 4123     Ca40   208.9290    40.6887  3355.9200     3.1246    3.03494    22.9991    3.03496    23.0005
 4124     Ca40   208.8490    40.3635  3355.9100     3.1255    3.03493    22.9991    3.03503    23.0005
 4125     Ca48   208.8890    40.3239  3355.9200     3.1299    3.03493    22.9991    3.03491    23.0005
 4126     Ca48   208.8490    40.2238  3355.9100     3.1268    3.03494    22.9991    3.03491    23.0005
 4127     Ca48   208.7620    39.5923  3355.9300     3.1147    3.03494    22.9991    3.03502    23.0005
 4128    Dummy   208.8620    40.6567  3355.9100     3.1249    3.03494    22.9991    3.03509    23.0005
 4129    Dummy   208.4830    40.3203  3356.0600     0.0000    3.03494    22.9991    3.03501    23.0005
 4130    Dummy   208.6890    40.1173  3355.9200     0.0000    3.03494    22.9991    3.03497    23.0005
 4131    Dummy   207.9110    40.6583  3355.9600     0.0000    3.03493    22.9991    3.03504    23.0005
 4132      He3   211.4900   120.9620  3356.0600     0.0000    3.03493    22.9991    3.03508    23.0005
 4133      He3   211.4630   120.7220  3356.0700     0.0000    3.03493    22.9991    3.03508    23.0005
 4134      He3   211.2310   120.5230  3356.0300     0.0000    3.03493    22.9991    3.03497    23.0005
 4135      He3   211.3970   120.3970  3356.4900     0.0000    3.03493    22.9991    3.03499    23.0005
 4136      He3   211.3840   120.3930  3356.5500     0.0000    3.03493    22.9991    3.03503    23.0005
 4137      He3   211.1770   121.1740  3356.4500     0.0000    3.03493    22.9991    3.03498    23.0005
 4138      BeO   208.0370     4.9387  3355.8300     0.0000    2.85493    22.9991    2.98464    23.0005
 4139      BeO   208.2170     4.9675  3355.8500     0.0000    2.85491    22.9991    2.96607    23.0005
 4140      BeO   208.1100     5.0251  3355.7800     0.0000    2.85496    22.9991    2.82166    23.0005
 4141      BeO   208.2630     5.0109  3355.7000     0.0000    2.85496    22.9991    2.83730    23.0005
 4142      BeO   208.0510     5.0623  3355.6300     0.0000    2.85496    22.9991    2.85982    23.0005
 4143      BeO   208.1500     5.0276  3355.6800     0.0000    2.85496    22.9991    2.85770    23.0005
 4144      BeO   207.8980     0.0466  3356.1100     0.0000    2.85496    22.9991    2.85498    23.0005
 4145      BeO   208.1100     5.0280  3355.8700     0.0000    2.85496    22.9991    2.85509    23.0005
 4146      BeO   208.2770     5.0514  3355.8000     0.0000    2.85495    22.9991    2.85508    23.0005
 4147      BeO   208.0900     5.0130  3355.8300     0.0000    2.85496    22.9991    2.85510    23.0005
 4148      BeO   208.2430     5.0787  3355.8400     0.0000    2.85496    22.9991    2.85508    23.0005
 4149      BeO   208.0240     5.0869  3355.8400     0.0000    2.85496    22.9991    2.85507    23.0005
 4150      BeO   208.1040     5.1374  3356.3900     0.0000    2.85496    22.9991    2.85504    23.0005
 4151      BeO   208.2300     5.1550  3356.1400     0.0000    2.85496    22.9991    2.85504    23.0005
 4152   Optics   207.7710     5.2684  3355.8000     0.0000    2.85496    22.9991    2.85508    23.0005
 4153      He3   210.8980   121.7290  3355.6100     0.0000    2.85496    22.9991    2.85503    23.0005
 4154      He3   211.0310   120.1190  3355.5600     0.0000    2.85496    22.9991    2.85505    23.0005
 4155      He3   211.2370   120.2700  3355.5500     0.0000    2.85496    22.9991    2.85507    23.0005
 4156      He3   210.9110   120.8350  3355.5500     0.0000    2.85496    22.9991    2.85502    23.0005
 4157      He3   210.8980   120.1710  3355.5100     0.0000    2.85496    22.9991    2.85497    23.0005
 4158      He3   211.0710   121.6310  3355.5700     0.0000    2.85496    22.9991    2.85492    23.0005
 4159      He3   210.9110   120.8120  3355.5200     0.0000    2.85496    22.9991    2.85492    23.0005
 4160      He3   210.9380   121.0450  3355.4400     0.0000    2.85496    22.9991    2.85498    23.0005
 4161      He3   210.6650   121.0030  3355.5700     0.0000    2.85496    22.9991    2.85506    23.0005
 4162      He3   210.9050   120.2340  3355.5800     0.0000    2.85495    22.9991    2.85500    23.0005
 4163      C12   207.6780   120.7250  3355.4600     0.0000    2.85496    22.9991    2.85502    23.0005
 4164      C12   208.2430   121.5590  3355.4700     0.0000    2.85495    22.9991    2.85507    23.0005
 4165     Ca40   207.8510    40.7313  3355.3700     0.0000    2.85495    22.9991    2.85508    23.0005
 4166     Ca40   208.3770    40.5835  3355.4500     0.0000    2.85496    22.9991    2.85501    23.0005
 4167     Ca40   208.2370    40.5225  3355.4400     0.0000    2.85495    22.9991    2.85492    23.0005
 4168     Ca40   208.4900    40.7955  3355.3200     0.0000    2.85495    22.9991    2.85494    23.0005
 4169     Ca40   208.3370    39.8584  3355.3400     0.0000    2.85496    22.9991    2.85491    23.0005
 4170     Ca48   208.6560    40.0101  3355.3700     0.0000    2.85495    22.9991    2.85491    23.0005
 4171     Ca48   208.3230    40.4096  3355.3200     0.0000    2.85495    22.9991    2.85500    23.0005
 4172     Ca48   208.4630    40.2366  3355.2500     0.0000    2.85495    22.9991    2.85509    23.0005
